id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<no patents>	score<평균출원연도>	weight<출원인국가 미국>	weight<출원인국가 중국>	weight<출원인국가 대한민국>	weight<출원인기관 DAEWOO>	weight<출원인기관 KIOST>	weight<출원인기관 CONOCOPHILLIPS>	weight<출원인기관 PRIC>	weight<출원인기관 AWI>
plant	Plant	-0.3249	-0.1537	3	103	478	28	2008.464286	1.19047619	0.628930818	3.267973856	0	4.255319149	0	0	0
plate	Plate	-0.0732	0.0023	1	40	114	11	2008.454545	0	1.257861635	0	0	0	0	0	0
platform	Platform	0.5865	-0.2131	1	127	1322	58	2008.931034	8.333333333	0.628930818	0	0	0	5.263157895	2.941176471	0
PLATFORM MODULE	Platform Module	1.5947	-0.4522	7	40	960	27	2005.814815	6.547619048	0	0	0	0	0	0	0
PLATFORM MODULE SUPPORT DRILLING	Platform Module Support Drilling	1.6002	-0.2337	7	17	276	9	2002.444444	2.380952381	0	0	0	0	0	0	0
platform operation	Platform Operation	0.4963	-0.0948	1	24	90	6	2006.5	1.785714286	0	0	0	0	0	0	0
PLATFORM STRUCTURE	Platform Structure	1.5554	-0.2488	7	14	138	5	2005	1.19047619	0	0	0	0	0	0	0
plurality	Plurality	0.5976	-0.2394	7	171	1704	82	2009.719512	11.9047619	2.51572327	2.614379085	3.174603175	4.255319149	0	11.76470588	26.31578947
polar region	Polar Region	0.1409	0.0253	1	94	488	32	2012.46875	1.19047619	2.51572327	10.45751634	19.04761905	0	0	5.882352941	5.263157895
polar vessel	Polar Vessel	0.2582	0.0319	9	21	116	10	2011.8	1.19047619	0	5.882352941	11.11111111	0	0	0	0
polypeptide	Polypeptide	-0.508	-0.3269	6	74	390	16	2005.375	2.380952381	0.628930818	0	0	0	0	0	0
POLYSACCHARIDE	Polysaccharide	-0.5079	-0.1184	2	41	92	6	2014.166667	0	0.628930818	0.653594771	0	2.127659574	0	0	0
PORTLAND MICRO-CEMENT	Portland Micro-Cement	0.445	0.2739	4	6	40	5	1998.6	0.595238095	0	0	0	0	0	0	0
powder	Powder	-0.5363	-0.0488	2	57	154	12	2010.416667	0	2.51572327	0.653594771	0	0	0	0	0
power	Power	0.0266	-0.019	1	68	180	18	2012.388889	1.785714286	1.886792453	1.307189542	0	0	0	2.941176471	10.52631579
power plant	Power Plant	0.0275	-0.0625	1	35	114	7	2008	0	0	0	0	0	0	0	0
power supply	Power Supply	0.0311	-0.0221	1	34	88	8	2014.625	0	0	0	0	0	0	8.823529412	5.263157895
PRESERVING FAT	Preserving Fat	-0.4385	0.0206	2	66	446	15	2011.266667	0	8.176100629	0	0	0	0	0	0
preserving food	Preserving Food	-0.5341	-0.0904	2	37	108	6	2012.333333	0	2.51572327	0	0	0	0	0	0
pressure	Pressure	0.0357	0.0421	9	82	270	16	2012.875	0.595238095	3.144654088	2.614379085	6.349206349	0	0	0	0
prevention	Prevention	-0.8583	0.3727	5	66	592	22	2011	1.785714286	0	7.843137255	0	14.89361702	0	0	0
process	Process	-0.1627	-0.0328	2	208	1046	79	2012.987342	1.785714286	10.6918239	0.653594771	0	0	2.631578947	0	15.78947368
production cost	Production Cost	-0.526	-0.0609	2	60	170	9	2014.888889	0	3.144654088	0	0	0	0	0	0
PRODUCTION OPERATION	Production Operation	1.4072	-0.226	7	19	162	7	2005.714286	1.785714286	0	0	0	0	0	0	0
production platforms	Production Platforms	1.4698	-0.6445	7	32	568	14	2008.642857	2.976190476	0	0	0	0	0	0	0
production process	Production Process	-0.4297	-0.0244	2	48	132	9	2015.111111	0	0.628930818	0	0	0	0	0	0
propylene glycol	Propylene Glycol	-0.5754	-0.0975	2	13	50	6	2017.333333	0	1.886792453	0	0	0	0	0	0
protease	Protease	-0.5531	-0.055	2	58	156	9	2014.444444	0	2.51572327	0.653594771	0	0	0	0	0
PROTECTED DRILLING	Protected Drilling	2.8263	-0.1818	8	21	190	5	2011	2.380952381	0	0	0	0	10.52631579	0	0
protection	Protection	0.0803	-0.0068	1	70	260	13	2005.461538	0	0	1.307189542	0	0	0	0	0
protein	Protein	-0.736	-0.2801	3	129	888	42	2011.142857	5.357142857	2.51572327	1.960784314	0	4.255319149	0	0	0
protein content	Protein Content	-0.5001	-0.0034	2	29	68	5	2016.2	0	0	0	0	0	0	0	0
protein powder	Protein Powder	-0.4567	-0.0049	2	48	142	8	2014.625	0	1.886792453	0	0	0	0	0	0
pump	Pump	0.0449	0.0088	1	51	142	11	2013.909091	0	0	1.307189542	3.174603175	0	0	0	10.52631579
purification	Purification	-0.6174	-0.1665	3	99	434	26	2013.115385	2.976190476	3.144654088	0	0	0	0	0	0
RADIATOR	Radiator	0.06	-0.0281	1	28	58	5	2008.4	0	0	0	0	0	0	2.941176471	0
RAINBOW COLOR	Rainbow Color	-0.3577	0.7413	5	17	238	7	2009	0	0	3.267973856	0	0	0	0	0
RAINBOW COLOR UTILIZING RUBBER	Rainbow Color Utilizing Rubber	-0.3572	0.7423	5	17	238	7	2009	0	0	3.267973856	0	0	0	0	0
rainbow highway	Rainbow Highway	-0.3565	0.7418	5	17	238	7	2009	0	0	3.267973856	0	0	0	0	0
Ramalina terebrata	Ramalina Terebrata	-1.3649	0.1081	5	25	380	15	2010.266667	0	0	7.843137255	0	27.65957447	0	0	0
raw material	Raw Material	-0.4752	-0.0364	2	196	1190	78	2015.24359	0	11.32075472	0.653594771	1.587301587	0	0	2.941176471	0
real time	Real Time	-0.0488	-0.0376	1	13	28	7	2012.571429	0.595238095	0	0.653594771	0	2.127659574	0	0	0
receiver	Receiver	0.0893	-0.016	1	27	84	6	2015.166667	0.595238095	0	0	0	0	0	2.941176471	0
recombinant expression vector	Recombinant Expression Vector	-0.5636	-0.1727	3	15	46	5	2016.8	0	1.886792453	0.653594771	0	2.127659574	0	0	0
refined fish oil	Refined Fish Oil	-0.6281	-0.0508	2	35	128	6	2018.333333	0	1.886792453	0	0	0	0	0	0
refrigerant	Refrigerant	0.1137	0.9928	10	49	552	17	2006	1.785714286	0	0.653594771	1.587301587	0	0	0	0
region	Region	0.2722	0.0102	1	104	588	39	2011.230769	7.142857143	0.628930818	6.535947712	11.11111111	0	2.631578947	0	5.263157895
reliability	Reliability	-0.0977	-0.0177	1	36	88	9	2014.777778	0	1.257861635	0	0	0	0	2.941176471	0
removal	Removal	-0.2232	-0.0528	2	30	92	12	2013.083333	1.19047619	0.628930818	0	0	0	2.631578947	0	5.263157895
residual organic solvent	Residual Organic Solvent	-0.4094	0.0376	2	30	148	5	2011.4	0	1.886792453	0	0	0	0	0	0
resistance	Resistance	-0.1832	-0.0425	1	28	58	6	2015.333333	0	0.628930818	0.653594771	1.587301587	0	0	0	0
respective anchor	Respective Anchor	0.6839	-0.1267	4	18	244	7	2011	2.976190476	0	0	0	0	0	0	0
rig	Rig	2.3927	-0.156	8	57	1752	51	2010.372549	19.04761905	0	0	0	0	78.94736842	0	0
ring	Ring	-0.0335	-0.0222	1	29	80	6	2013	0	0	0	0	0	0	0	0
river	River	-0.0569	0.0422	1	27	86	6	2000.5	0	0	0.653594771	0	0	0	0	0
rotary evaporation	Rotary Evaporation	-0.4367	-0.0001	2	35	138	7	2013.428571	0	2.51572327	0	0	0	0	0	0
rotation	Rotation	-0.0321	-0.0039	1	47	106	8	2012.75	0	0.628930818	1.307189542	1.587301587	0	0	5.882352941	0
round-the-world trip	Round-The-World Trip	-0.3589	0.7419	5	17	238	7	2009	0	0	3.267973856	0	0	0	0	0
safety	Safety	-0.1971	-0.0282	1	103	338	21	2013.142857	0	3.144654088	0.653594771	1.587301587	0	0	0	0
salt	Salt	-0.5786	-0.0326	2	73	202	14	2010.5	0	0.628930818	0.653594771	0	2.127659574	0	0	0
screen	Screen	-0.4185	-0.1582	3	76	252	19	2014.315789	0	2.51572327	0	0	0	0	0	0
sea	Sea	-0.029	-0.0416	1	117	554	34	2010.558824	1.19047619	1.886792453	4.575163399	3.174603175	6.382978723	0	0	10.52631579
sea bass	Sea Bass	-0.7825	-0.2142	3	10	44	5	2004.6	1.785714286	0.628930818	0	0	0	0	0	0
sea bottom	Sea Bottom	0.2968	-0.0239	1	54	184	10	2006.1	0	0.628930818	0	0	0	0	0	0
sea chest	Sea Chest	0.0834	0.0014	1	25	82	5	2015.8	0	0	2.614379085	6.349206349	0	0	0	0
sea floor	Sea Floor	2.5775	-0.1789	8	47	1634	50	2011.12	19.64285714	0	0	0	0	78.94736842	0	0
sea ice	Sea Ice	-0.1505	-0.072	1	45	118	12	2012.25	0	3.144654088	0.653594771	0	0	0	8.823529412	0
sea surface	Sea Surface	0.1269	-0.0329	1	38	146	8	2008	1.785714286	0	0	0	0	0	0	0
sea water	Sea Water	0.0289	0.0217	1	55	166	12	2013.666667	0	0	2.614379085	4.761904762	0	0	0	5.263157895
seabed	Seabed	0.542	-0.0447	4	56	562	27	2009.481481	9.523809524	0.628930818	0	0	0	0	2.941176471	0
seafloor	Seafloor	1.1284	-0.0033	4	33	242	12	2013.583333	3.571428571	0	0	0	0	7.894736842	0	0
sealing means	Sealing Means	1.6042	-0.7038	7	22	546	13	2008.461538	2.976190476	0	0	0	0	0	0	0
seasons	Seasons	0.073	1.1375	10	43	506	14	2007.571429	1.19047619	0	0	0	0	0	0	0
seawater	Seawater	0.0097	-0.0142	1	58	210	14	2014.714286	0	1.886792453	2.614379085	4.761904762	0	0	5.882352941	0
seismic data	Seismic Data	0.9028	-0.0321	8	8	56	6	2007.5	2.976190476	0	0	0	0	0	0	0
SENSITIVE LOCATION	Sensitive Location	1.5823	-0.2407	7	21	414	14	2003.357143	3.571428571	0	0	0	0	0	0	0
sensitive operating environments	Sensitive Operating Environments	1.6064	-0.7032	7	22	546	13	2008.461538	2.976190476	0	0	0	0	0	0	0
separator	Separator	-0.4404	-0.0646	2	103	348	21	2014.380952	0	5.031446541	0	0	0	0	2.941176471	5.263157895
shaft	Shaft	0.4027	-0.0585	1	63	190	12	2013.333333	2.380952381	0.628930818	0.653594771	1.587301587	0	0	0	0
shallow water	Shallow Water	2.31	-0.1882	8	68	1994	59	2009.79661	21.42857143	0	0	0	0	78.94736842	0	0
shelf	Shelf	0.1631	-0.0249	1	49	164	8	2004.75	0	0	0	0	0	0	0	0
shell	Shell	-0.3977	-0.03	2	62	210	12	2014.75	0	1.257861635	0	0	0	0	0	0
ship	Ship	0.1958	0.0061	1	129	726	60	2011.916667	1.19047619	1.886792453	20.91503268	39.68253968	0	0	2.941176471	0
ship sails	Ship Sails	0.2692	0.0513	9	15	86	6	2012	0.595238095	0	3.267973856	4.761904762	0	0	0	0
shipbuilding	Shipbuilding	0.1867	-0.0562	1	36	144	9	2008.333333	0	0	0	0	0	0	0	0
SHORTER COOKING TIME	Shorter Cooking Time	0.157	1.3888	10	24	464	10	2004.1	1.19047619	0	0	0	0	0	0	0
shrimp	Shrimp	-0.3608	-0.0605	2	30	64	5	2017	0	0.628930818	0	0	0	0	0	0
shrimp powder	Shrimp Powder	-0.5563	-0.0252	2	35	76	5	2017.6	0	0.628930818	0	0	0	0	0	0
shrimp shell	Shrimp Shell	-0.4552	-0.0654	2	29	78	5	2014	0	1.257861635	0	0	0	0	0	0
side effects	Side Effects	-1.3584	0.1188	5	32	310	11	2012.363636	0	0	4.575163399	0	14.89361702	0	0	0
side strake	Side Strake	0.4065	0.1008	9	15	168	6	2011	1.19047619	0	3.921568627	6.349206349	0	0	0	0
skin	Skin	-0.891	0.0289	5	27	104	8	2013.25	0	0.628930818	1.960784314	0	6.382978723	0	0	0
SKIN CARE PRODUCT	Skin Care Product	-0.9409	-0.4916	3	27	322	10	2007.8	2.380952381	0.628930818	0	0	0	0	0	0
skin whitening	Skin Whitening	-1.2246	0.0652	5	11	64	5	2009.2	0	0	2.614379085	0	6.382978723	0	0	0
snow	Snow	-0.0664	-0.0448	1	32	138	10	2008.8	2.380952381	0	0.653594771	0	0	0	0	0
snow accumulation	Snow Accumulation	0.1015	0.0265	1	13	86	5	2005.2	0	0	0	0	0	0	0	0
snow drifts	Snow Drifts	0.1591	0.0502	1	14	96	6	2007.166667	0	0	0	0	0	0	0	0
soil	Soil	-0.2377	-0.1251	3	26	52	6	2012.5	0.595238095	0.628930818	0	0	0	0	0	0
solar altitudes alphas	Solar Altitudes Alphas	0.1612	1.3854	10	24	286	6	2004	0.595238095	0	0	0	0	0	0	0
solvent	Solvent	-0.4778	-0.0252	2	72	332	17	2013.235294	0	5.031446541	0	0	0	0	2.941176471	0
soybean lecithin	Soybean Lecithin	-0.6251	-0.0477	2	38	126	8	2016.75	0	0.628930818	0	0	0	0	0	0
soybean meal	Soybean Meal	-0.6027	-0.031	2	62	342	16	2015.375	0	0.628930818	0	0	0	0	0	0
soybean oil	Soybean Oil	-0.6204	-0.0381	2	39	164	8	2015.875	0	0.628930818	0.653594771	0	0	0	0	0
space	Space	0.092	0.0399	1	51	148	13	2008.692308	0.595238095	1.257861635	1.307189542	3.174603175	0	0	2.941176471	0
speed	Speed	-0.247	-0.0637	1	33	94	9	2014.888889	0	1.257861635	0.653594771	1.587301587	0	0	0	0
spirulina	Spirulina	-0.578	-0.0373	2	47	164	9	2015.666667	0	1.257861635	0	0	0	0	0	0
stability	Stability	-0.0028	-0.0922	4	92	478	25	2014.92	2.976190476	3.144654088	0.653594771	0	0	0	2.941176471	5.263157895
steel	Steel	-0.118	-0.047	1	33	74	9	2004.888889	0	0	0	0	0	0	0	0
Stereocaulon alpinum	Stereocaulon Alpinum	-1.0402	-0.0544	5	9	70	8	2014.5	0	0	4.575163399	0	17.0212766	0	0	0
stirring	Stirring	-0.4615	-0.0044	2	83	404	25	2013.56	0	8.176100629	0	0	0	0	0	0
storage	Storage	0.0268	-0.1801	6	56	248	12	2010.416667	0	0.628930818	0	0	0	0	0	0
strain	Strain	-0.4458	-0.1434	3	36	106	13	2015.307692	0	3.144654088	0.653594771	0	2.127659574	0	5.882352941	0
strength	Strength	0.4957	0.0089	9	27	148	10	2010.4	1.785714286	0	0.653594771	1.587301587	0	0	0	0
structure	Structure	-0.0006	0.2241	5	132	758	43	2010.069767	1.785714286	1.886792453	8.496732026	7.936507937	0	2.631578947	2.941176471	0
SUBSTANCE	Substance	-0.173	-0.1175	1	181	1180	67	2001.343284	3.571428571	1.886792453	1.960784314	0	6.382978723	0	0	10.52631579
sugar	Sugar	-0.8337	-0.2753	3	30	182	8	2005.125	2.976190476	0.628930818	0	0	0	0	0	0
surface	Surface	0.3209	-0.0754	1	142	984	57	2008.157895	5.952380952	3.144654088	1.960784314	0	0	0	11.76470588	0
survival rate	Survival Rate	-0.5662	-0.0488	2	60	234	14	2014.285714	0	3.144654088	0	0	0	0	0	0
sustainable development	Sustainable Development	0.1584	1.3882	10	24	464	11	2004.818182	1.19047619	0	0	0	0	0	0	0
symptoms	Symptoms	-1.504	0.1417	5	19	276	8	2011.375	0	0	4.575163399	0	14.89361702	0	0	0
synergic combination	Synergic Combination	0.1613	1.3892	10	24	464	10	2004.1	1.19047619	0	0	0	0	0	0	0
system	System	0.5177	-0.1461	1	220	2052	117	2010.888889	27.97619048	2.51572327	5.882352941	11.11111111	0	7.894736842	11.76470588	0
tank	Tank	-0.0208	-0.0071	1	59	208	14	2011.357143	0.595238095	0	3.267973856	7.936507937	0	0	0	0
television	Television	0.1579	1.3921	10	24	464	10	2004.1	1.19047619	0	0	0	0	0	0	0
temperature	Temperature	-0.1894	-0.0639	1	203	1026	81	2011.728395	0.595238095	9.433962264	8.496732026	14.28571429	4.255319149	0	5.882352941	0
TEREBRATA	Terebrata	-1.3651	0.1079	5	25	380	15	2010.266667	0	0	7.843137255	0	27.65957447	0	0	0
thermolability	Thermolability	-0.8952	-0.3051	3	18	156	6	2004	2.976190476	0	0	0	0	0	0	0
tissue	Tissue	-0.37	-0.3531	6	42	242	10	1999.2	2.380952381	0	0.653594771	0	2.127659574	0	0	0
tower	Tower	0.511	-0.0938	4	42	346	15	2011	5.357142857	0	0	0	0	0	0	0
toxicity	Toxicity	-1.3797	0.1206	5	37	314	12	2012.166667	0	0.628930818	5.22875817	0	14.89361702	0	0	0
tradable emission rights/credits	Tradable Emission Rights/Credits	0.16	1.3885	10	24	464	10	2004.1	1.19047619	0	0	0	0	0	0	0
transcription stage	Transcription Stage	-1.5054	0.1423	5	19	276	8	2011.375	0	0	4.575163399	0	14.89361702	0	0	0
transport	Transport	0.0209	-0.0373	1	99	420	26	2009.615385	2.380952381	0.628930818	0	0	0	0	0	0
unitary platform structure	Unitary Platform Structure	1.5819	-0.2398	7	21	414	14	2003.357143	3.571428571	0	0	0	0	0	0	0
UVB radiation	Uvb Radiation	-0.5859	-0.2824	3	8	80	6	2009	0	0	0	0	0	0	0	0
vacuum	Vacuum	-0.3494	-0.05	2	44	144	8	2011	0	2.51572327	0	0	0	0	0	0
variety	Variety	0.0139	-0.5008	3	90	1040	33	2009.393939	6.547619048	0	0	0	0	0	0	5.263157895
VARIOUS WELLHEAD CELLAR LAYOUT	Various Wellhead Cellar Layout	1.6057	-0.7058	7	22	546	13	2008.461538	2.976190476	0	0	0	0	0	0	0
vector	Vector	-0.845	-0.4351	3	32	334	11	2006.363636	2.380952381	0.628930818	0.653594771	0	0	0	0	0
vehicle	Vehicle	0.0681	0.009	1	35	138	8	2001.375	0	0.628930818	0	0	0	0	0	0
ventilation	Ventilation	0.248	0.0284	9	20	116	6	2012.666667	0.595238095	0	1.960784314	4.761904762	0	0	0	0
vessel	Vessel	0.3249	-0.0489	4	87	518	27	2012.296296	5.357142857	0	5.22875817	7.936507937	0	0	0	0
vitamin	Vitamin	-0.5031	-0.0089	2	78	260	17	2015.352941	0	2.51572327	0.653594771	0	0	0	0	0
vitamin E	Vitamin E	-0.6045	-0.0211	2	39	100	7	2015.142857	0	1.257861635	0	0	0	0	0	0
vitamin premix	Vitamin Premix	-0.6303	-0.053	2	40	156	6	2017.666667	0	1.257861635	0	0	0	0	0	0
waste	Waste	-0.3276	-0.0202	2	53	116	8	2014.625	0	0.628930818	0.653594771	1.587301587	0	0	2.941176471	0
waste heat	Waste Heat	0.1083	0.0486	1	30	92	8	2013.5	0	0	5.22875817	7.936507937	0	0	0	0
waste materials	Waste Materials	-0.4387	0.0197	2	66	446	15	2011.266667	0	8.176100629	0	0	0	0	0	0
water	Water	0.4051	-0.0527	8	322	3652	186	2011.784946	32.73809524	13.20754717	2.614379085	1.587301587	0	81.57894737	2.941176471	10.52631579
water area	Water Area	0.0894	-0.0438	1	46	150	7	2005.428571	0	0	0	0	0	0	0	0
water surface	Water Surface	0.371	-0.0647	4	18	104	6	2013.333333	2.380952381	0	0	0	0	0	0	0
Waves	Waves	0.037	0.0226	1	40	162	7	2006.857143	1.19047619	0	0	0	0	0	0	0
wax	Wax	-0.3971	0.0182	2	70	458	16	2010.5625	0	8.176100629	0	0	0	0	0	0
weather	Weather	0.2633	0.0714	9	40	276	10	2009.3	1.19047619	0	3.921568627	6.349206349	0	0	0	0
weight	Weight	-0.4166	-0.0324	2	153	928	68	2014.720588	0	3.773584906	3.267973856	3.174603175	0	0	2.941176471	0
well drilling	Well Drilling	1.5167	-0.2191	7	26	296	10	2003	2.380952381	0	0	0	0	0	0	0
WELLHEAD CELLAR LAYOUT	Wellhead Cellar Layout	1.6046	-0.7081	7	22	546	13	2008.461538	2.976190476	0	0	0	0	0	0	0
white fish meal	White Fish Meal	-0.6322	-0.0686	2	41	146	8	2016.875	0	1.257861635	0	0	0	0	0	0
Wind	Wind	0.0417	0.0168	1	41	116	7	2009.285714	0	0.628930818	0	0	0	0	0	0
winter	Winter	-0.0361	0.0379	1	40	106	12	2012.5	0	0.628930818	2.614379085	0	0	0	0	0
world standard rainbow highway	World Standard Rainbow Highway	-0.3565	0.7409	5	17	238	7	2009	0	0	3.267973856	0	0	0	0	0
yeast	Yeast	-0.6336	-0.0941	2	31	74	6	2014.5	0	0	0.653594771	0	2.127659574	0	0	0
